session_id,timestamp,device,traffic_source,opened,searched,viewed_product,added_to_cart,reached_checkout,placed_order
120,2026-05-25 20:59:00,mobile,paid_search,True,False,False,False,False,False
121,2026-04-07 21:36:00,mobile,direct,True,True,True,True,True,True
122,2026-05-10 23:43:00,mobile,organic,True,False,False,False,False,False
123,2026-04-09 15:35:00,mobile,direct,True,True,False,False,False,False
124,2026-04-08 14:59:00,mobile,paid_social,True,True,False,False,False,False
125,2026-05-05 15:53:00,mobile,organic,True,True,True,True,True,True
126,2026-05-29 14:50:00,mobile,paid_search,True,True,True,False,False,False
127,2026-04-12 16:33:00,mobile,paid_search,True,True,False,False,False,False
128,2026-05-14 13:59:00,mobile,paid_search,True,True,True,False,False,False
129,2026-05-27 16:05:00,mobile,paid_social,True,True,False,False,False,False
130,2026-04-16 22:10:00,mobile,email,True,False,False,False,False,False
131,2026-04-21 05:28:00,desktop,organic,True,False,False,False,False,False
132,2026-04-06 01:44:00,mobile,paid_social,True,False,False,False,False,False
133,2026-05-17 11:54:00,mobile,organic,True,False,False,False,False,False
134,2026-04-26 13:44:00,mobile,organic,True,False,False,False,False,False
135,2026-05-26 15:53:00,mobile,paid_search,True,True,True,False,False,False
136,2026-05-05 12:56:00,mobile,paid_search,True,True,True,False,False,False
137,2026-04-19 05:41:00,mobile,organic,True,False,False,False,False,False
138,2026-04-29 15:45:00,mobile,organic,True,True,True,True,False,False
139,2026-04-08 09:02:00,mobile,organic,True,False,False,False,False,False
140,2026-05-24 14:06:00,desktop,paid_social,True,True,False,False,False,False
141,2026-04-07 09:59:00,desktop,direct,True,False,False,False,False,False
142,2026-05-27 12:18:00,mobile,organic,True,True,False,False,False,False
143,2026-05-02 15:09:00,mobile,paid_social,True,True,False,False,False,False
144,2026-05-15 07:17:00,mobile,paid_search,True,True,False,False,False,False
145,2026-05-07 01:56:00,desktop,organic,True,False,False,False,False,False
146,2026-04-11 11:50:00,mobile,organic,True,True,True,True,False,False
147,2026-05-15 17:20:00,desktop,direct,True,True,True,True,False,False
148,2026-04-20 00:31:00,desktop,direct,True,True,True,False,False,False
149,2026-04-11 20:57:00,mobile,organic,True,False,False,False,False,False
150,2026-05-28 14:12:00,mobile,paid_social,True,True,True,False,False,False
151,2026-04-05 16:27:00,mobile,paid_search,True,True,True,False,False,False
152,2026-04-23 17:28:00,desktop,paid_search,True,False,False,False,False,False
153,2026-05-26 12:20:00,mobile,organic,True,True,False,False,False,False
154,2026-04-13 09:55:00,desktop,organic,True,True,True,False,False,False
155,2026-04-24 15:27:00,mobile,organic,True,True,True,False,False,False
156,2026-04-25 20:43:00,tablet,organic,True,True,True,False,False,False
157,2026-05-04 18:10:00,tablet,paid_social,True,False,False,False,False,False
158,2026-04-18 13:53:00,mobile,paid_social,True,True,True,False,False,False
159,2026-04-24 16:24:00,mobile,paid_search,True,True,True,False,False,False
160,2026-04-25 12:20:00,mobile,paid_search,True,True,True,True,False,False
161,2026-04-19 08:01:00,desktop,paid_search,True,True,False,False,False,False
162,2026-05-25 15:40:00,desktop,organic,True,True,True,True,False,False
163,2026-05-28 04:32:00,desktop,organic,True,False,False,False,False,False
164,2026-04-19 20:37:00,mobile,organic,True,False,False,False,False,False
165,2026-05-03 12:01:00,mobile,paid_search,True,False,False,False,False,False
166,2026-04-11 18:56:00,mobile,paid_social,True,True,True,False,False,False
167,2026-05-19 12:14:00,desktop,organic,True,False,False,False,False,False
168,2026-04-02 13:44:00,desktop,email,True,False,False,False,False,False
169,2026-05-12 15:14:00,mobile,paid_social,True,True,True,False,False,False
170,2026-05-10 20:48:00,mobile,organic,True,True,True,True,False,False
171,2026-05-12 09:46:00,desktop,organic,True,True,False,False,False,False
172,2026-04-02 05:25:00,mobile,organic,True,False,False,False,False,False
173,2026-05-27 17:08:00,tablet,organic,True,True,False,False,False,False
174,2026-05-13 18:49:00,desktop,organic,True,True,True,False,False,False
175,2026-04-01 21:59:00,desktop,paid_search,True,True,False,False,False,False
176,2026-04-18 18:27:00,tablet,organic,True,True,False,False,False,False
177,2026-05-11 11:49:00,mobile,direct,True,True,True,False,False,False
178,2026-04-14 15:53:00,desktop,paid_social,True,False,False,False,False,False
179,2026-04-19 10:32:00,mobile,organic,True,True,True,False,False,False
180,2026-04-21 23:39:00,desktop,organic,True,True,True,False,False,False
181,2026-04-28 21:49:00,desktop,paid_social,True,True,False,False,False,False
182,2026-04-13 15:30:00,mobile,paid_search,True,True,True,True,True,True
183,2026-04-21 20:10:00,mobile,organic,True,False,False,False,False,False
184,2026-05-22 12:08:00,mobile,email,True,True,True,False,False,False
185,2026-04-28 09:11:00,tablet,direct,True,True,True,False,False,False
186,2026-04-24 00:49:00,mobile,paid_social,True,True,True,False,False,False
187,2026-04-18 14:25:00,mobile,organic,True,False,False,False,False,False
188,2026-05-16 17:16:00,mobile,paid_social,True,True,True,False,False,False
189,2026-04-01 13:12:00,mobile,organic,True,True,True,False,False,False
190,2026-05-21 18:56:00,mobile,paid_social,True,True,True,True,False,False
191,2026-04-25 12:12:00,mobile,organic,True,True,True,False,False,False
192,2026-04-15 02:03:00,mobile,paid_social,True,True,True,True,False,False
193,2026-05-16 05:06:00,tablet,organic,True,True,True,False,False,False
194,2026-05-12 18:31:00,desktop,direct,True,True,True,True,False,False
195,2026-05-26 09:10:00,mobile,direct,True,True,True,False,False,False
196,2026-05-18 15:35:00,mobile,paid_social,True,True,True,True,False,False
197,2026-05-11 20:24:00,mobile,paid_social,True,True,False,False,False,False
198,2026-05-17 19:19:00,tablet,paid_social,True,True,True,False,False,False
199,2026-05-29 14:20:00,mobile,organic,True,True,True,False,False,False
200,2026-05-17 14:33:00,mobile,organic,True,True,False,False,False,False
201,2026-04-07 22:40:00,tablet,paid_search,True,False,False,False,False,False
202,2026-05-26 15:34:00,mobile,email,True,True,False,False,False,False
203,2026-04-21 04:44:00,mobile,organic,True,True,True,True,False,False
204,2026-05-30 19:22:00,mobile,direct,True,True,True,False,False,False
205,2026-04-15 07:57:00,mobile,paid_social,True,False,False,False,False,False
206,2026-05-28 04:52:00,mobile,paid_search,True,False,False,False,False,False
207,2026-05-09 10:58:00,mobile,paid_search,True,True,True,False,False,False
208,2026-04-14 17:50:00,mobile,direct,True,True,False,False,False,False
209,2026-05-01 20:27:00,mobile,paid_social,True,True,False,False,False,False
210,2026-04-09 19:02:00,mobile,paid_search,True,True,True,True,True,True
211,2026-04-12 17:24:00,mobile,email,True,False,False,False,False,False
212,2026-05-30 13:52:00,mobile,paid_search,True,True,True,True,False,False
213,2026-05-10 11:02:00,tablet,email,True,True,False,False,False,False
214,2026-05-16 16:50:00,mobile,email,True,False,False,False,False,False
215,2026-04-05 12:54:00,mobile,paid_social,True,True,True,True,False,False
216,2026-05-01 09:17:00,mobile,organic,True,True,False,False,False,False
217,2026-04-08 17:58:00,desktop,direct,True,False,False,False,False,False
218,2026-04-19 15:32:00,mobile,direct,True,False,False,False,False,False
219,2026-05-16 13:28:00,tablet,paid_search,True,True,True,False,False,False
220,2026-05-05 10:46:00,mobile,organic,True,False,False,False,False,False
221,2026-04-19 05:09:00,mobile,organic,True,False,False,False,False,False
222,2026-05-10 07:56:00,mobile,paid_social,True,True,True,True,True,True
223,2026-04-16 14:32:00,mobile,direct,True,True,False,False,False,False
224,2026-05-08 21:56:00,mobile,direct,True,True,True,False,False,False
225,2026-04-20 13:46:00,tablet,paid_social,True,True,True,False,False,False
226,2026-05-19 18:13:00,desktop,paid_social,True,True,False,False,False,False
227,2026-05-06 16:29:00,mobile,organic,True,True,True,False,False,False
228,2026-05-26 16:25:00,mobile,paid_social,True,True,True,False,False,False
229,2026-04-02 13:28:00,mobile,email,True,True,True,False,False,False
230,2026-05-25 14:25:00,desktop,direct,True,False,False,False,False,False
231,2026-04-27 19:39:00,desktop,paid_social,True,False,False,False,False,False
232,2026-05-08 15:48:00,mobile,paid_social,True,False,False,False,False,False
233,2026-05-06 15:44:00,mobile,organic,True,True,True,False,False,False
234,2026-05-04 07:06:00,desktop,organic,True,True,True,True,True,False
235,2026-05-21 19:10:00,desktop,paid_search,True,True,True,True,True,True
236,2026-04-09 09:04:00,mobile,paid_search,True,False,False,False,False,False
237,2026-04-13 12:26:00,desktop,direct,True,True,True,True,True,True
238,2026-04-11 15:18:00,mobile,paid_search,True,True,True,True,True,True
239,2026-04-22 13:29:00,desktop,email,True,False,False,False,False,False
240,2026-04-27 14:53:00,tablet,paid_search,True,False,False,False,False,False
241,2026-05-13 04:00:00,mobile,organic,True,True,True,False,False,False
242,2026-05-30 10:06:00,mobile,direct,True,False,False,False,False,False
243,2026-05-11 13:52:00,desktop,email,True,True,True,True,False,False
244,2026-05-30 17:33:00,tablet,paid_social,True,True,True,True,False,False
245,2026-04-01 11:40:00,mobile,direct,True,True,False,False,False,False
246,2026-05-17 10:08:00,mobile,direct,True,False,False,False,False,False
247,2026-04-21 15:57:00,mobile,organic,True,True,True,True,False,False
248,2026-05-15 08:50:00,desktop,paid_social,True,True,True,False,False,False
249,2026-05-24 17:31:00,mobile,organic,True,True,True,False,False,False
250,2026-04-11 12:11:00,mobile,organic,True,True,False,False,False,False
251,2026-04-09 17:58:00,desktop,paid_search,True,True,False,False,False,False
252,2026-04-06 20:45:00,mobile,paid_search,True,True,True,True,False,False
253,2026-04-13 13:54:00,mobile,direct,True,True,True,True,True,False
254,2026-04-25 16:50:00,mobile,organic,True,True,True,False,False,False
255,2026-04-24 20:55:00,desktop,organic,True,False,False,False,False,False
256,2026-05-22 08:52:00,mobile,organic,True,True,False,False,False,False
257,2026-04-10 06:56:00,mobile,direct,True,True,False,False,False,False
258,2026-04-03 02:49:00,mobile,paid_search,True,True,True,False,False,False
259,2026-05-22 11:23:00,mobile,paid_search,True,False,False,False,False,False
260,2026-04-18 13:40:00,mobile,paid_search,True,True,False,False,False,False
261,2026-05-19 02:55:00,tablet,paid_search,True,True,True,False,False,False
262,2026-05-06 15:24:00,tablet,organic,True,True,False,False,False,False
263,2026-04-29 17:53:00,mobile,email,True,False,False,False,False,False
264,2026-04-18 11:39:00,mobile,paid_search,True,True,True,False,False,False
265,2026-04-29 18:03:00,mobile,paid_social,True,False,False,False,False,False
266,2026-04-25 12:56:00,mobile,paid_social,True,False,False,False,False,False
267,2026-04-14 15:44:00,mobile,direct,True,True,True,False,False,False
268,2026-04-25 09:01:00,mobile,organic,True,True,True,False,False,False
269,2026-04-08 16:26:00,mobile,paid_social,True,True,False,False,False,False
270,2026-05-29 14:34:00,desktop,paid_social,True,False,False,False,False,False
271,2026-05-20 18:19:00,desktop,email,True,True,True,True,True,False
272,2026-05-02 12:49:00,mobile,organic,True,False,False,False,False,False
273,2026-04-19 13:38:00,desktop,direct,True,True,True,False,False,False
274,2026-04-26 15:47:00,mobile,organic,True,True,True,False,False,False
275,2026-05-09 12:51:00,mobile,paid_search,True,False,False,False,False,False
276,2026-04-28 11:41:00,mobile,organic,True,True,True,True,False,False
277,2026-04-10 15:37:00,desktop,paid_search,True,True,False,False,False,False
278,2026-05-16 14:26:00,desktop,organic,True,True,True,False,False,False
279,2026-05-21 12:49:00,desktop,organic,True,False,False,False,False,False
280,2026-04-05 16:37:00,mobile,paid_social,True,True,True,False,False,False
281,2026-04-25 02:30:00,desktop,organic,True,False,False,False,False,False
282,2026-05-29 07:57:00,mobile,paid_social,True,True,True,True,True,True
283,2026-05-13 13:01:00,desktop,paid_search,True,True,False,False,False,False
284,2026-04-12 13:19:00,mobile,paid_search,True,True,False,False,False,False
285,2026-05-27 15:30:00,mobile,direct,True,False,False,False,False,False
286,2026-05-14 14:17:00,tablet,organic,True,True,True,False,False,False
287,2026-04-21 04:38:00,tablet,paid_social,True,False,False,False,False,False
288,2026-05-11 18:49:00,mobile,paid_social,True,True,False,False,False,False
289,2026-05-05 15:47:00,tablet,direct,True,True,True,False,False,False
290,2026-04-25 22:24:00,mobile,paid_search,True,True,True,True,True,False
291,2026-04-07 09:45:00,mobile,organic,True,True,True,True,False,False
292,2026-04-01 11:03:00,mobile,organic,True,True,False,False,False,False
293,2026-04-14 09:26:00,mobile,paid_search,True,True,False,False,False,False
294,2026-05-03 18:10:00,desktop,organic,True,True,True,True,False,False
295,2026-05-28 05:57:00,desktop,paid_search,True,True,True,False,False,False
296,2026-04-07 12:21:00,mobile,organic,True,True,True,False,False,False
297,2026-05-02 17:48:00,mobile,direct,True,True,True,False,False,False
298,2026-05-22 07:13:00,mobile,organic,True,True,True,False,False,False
299,2026-05-07 14:55:00,tablet,organic,True,False,False,False,False,False
300,2026-05-23 12:45:00,tablet,organic,True,False,False,False,False,False
301,2026-05-18 00:04:00,tablet,paid_social,True,True,True,False,False,False
302,2026-05-10 09:44:00,mobile,organic,True,False,False,False,False,False
303,2026-05-14 09:30:00,desktop,paid_social,True,False,False,False,False,False
304,2026-05-29 06:10:00,desktop,paid_social,True,True,False,False,False,False
305,2026-05-27 14:51:00,desktop,organic,True,False,False,False,False,False
306,2026-04-29 15:55:00,mobile,paid_search,True,True,False,False,False,False
307,2026-05-11 10:40:00,mobile,organic,True,True,True,False,False,False
308,2026-04-02 16:50:00,mobile,organic,True,False,False,False,False,False
309,2026-04-16 12:39:00,mobile,email,True,False,False,False,False,False
310,2026-04-17 11:09:00,mobile,organic,True,True,True,True,False,False
311,2026-04-17 15:16:00,mobile,paid_social,True,True,True,False,False,False
312,2026-04-28 17:14:00,mobile,organic,True,True,False,False,False,False
313,2026-04-13 13:35:00,mobile,paid_social,True,True,True,False,False,False
314,2026-05-21 16:56:00,mobile,direct,True,True,False,False,False,False
315,2026-05-01 12:37:00,mobile,direct,True,False,False,False,False,False
316,2026-05-28 16:32:00,mobile,paid_social,True,True,False,False,False,False
317,2026-04-07 18:50:00,mobile,paid_social,True,True,False,False,False,False
318,2026-04-13 22:03:00,mobile,organic,True,True,True,True,False,False
319,2026-05-30 15:58:00,tablet,paid_social,True,True,False,False,False,False
320,2026-04-25 16:51:00,mobile,organic,True,True,False,False,False,False
321,2026-04-12 15:01:00,mobile,organic,True,True,False,False,False,False
322,2026-04-23 19:15:00,mobile,paid_search,True,True,False,False,False,False
323,2026-04-07 18:51:00,mobile,paid_social,True,True,False,False,False,False
324,2026-05-04 20:29:00,mobile,organic,True,True,False,False,False,False
325,2026-05-25 05:56:00,mobile,direct,True,True,False,False,False,False
326,2026-05-02 16:09:00,tablet,paid_social,True,True,True,False,False,False
327,2026-05-07 13:15:00,mobile,email,True,True,True,True,True,True
328,2026-04-26 04:23:00,mobile,paid_social,True,True,True,True,True,True
329,2026-04-03 12:30:00,tablet,email,True,True,False,False,False,False
330,2026-04-29 19:53:00,desktop,direct,True,False,False,False,False,False
331,2026-04-05 05:55:00,desktop,organic,True,False,False,False,False,False
332,2026-04-17 18:39:00,desktop,organic,True,False,False,False,False,False
333,2026-05-02 11:51:00,desktop,paid_search,True,True,True,True,True,True
334,2026-04-03 15:52:00,mobile,paid_social,True,False,False,False,False,False
335,2026-05-15 10:30:00,mobile,organic,True,True,True,True,True,True
336,2026-05-28 02:15:00,mobile,direct,True,False,False,False,False,False
337,2026-04-10 16:08:00,tablet,direct,True,True,False,False,False,False
338,2026-04-10 04:55:00,mobile,organic,True,True,False,False,False,False
339,2026-04-11 13:48:00,mobile,paid_search,True,True,True,False,False,False
340,2026-04-16 18:53:00,mobile,email,True,True,True,False,False,False
341,2026-05-13 21:06:00,mobile,organic,True,True,False,False,False,False
342,2026-05-06 11:55:00,mobile,organic,True,True,True,False,False,False
343,2026-05-04 15:53:00,mobile,organic,True,True,True,True,False,False
344,2026-04-27 09:05:00,mobile,paid_search,True,False,False,False,False,False
345,2026-05-22 01:19:00,desktop,organic,True,True,True,True,True,True
346,2026-05-12 15:15:00,mobile,organic,True,True,True,False,False,False
347,2026-04-18 20:35:00,desktop,paid_social,True,True,False,False,False,False
348,2026-05-13 18:25:00,desktop,organic,True,False,False,False,False,False
349,2026-04-27 15:33:00,mobile,organic,True,False,False,False,False,False
350,2026-05-21 15:52:00,mobile,paid_search,True,True,False,False,False,False
351,2026-04-03 15:02:00,desktop,direct,True,True,False,False,False,False
352,2026-04-02 08:11:00,desktop,paid_social,True,True,True,True,False,False
353,2026-04-17 21:17:00,desktop,organic,True,True,True,True,True,True
354,2026-05-24 20:00:00,desktop,organic,True,False,False,False,False,False
355,2026-04-15 20:29:00,desktop,paid_social,True,True,True,False,False,False
356,2026-05-08 11:59:00,mobile,direct,True,True,True,False,False,False
357,2026-04-07 05:45:00,mobile,organic,True,False,False,False,False,False
358,2026-04-02 19:24:00,mobile,organic,True,True,False,False,False,False
359,2026-04-08 05:34:00,mobile,organic,True,True,True,False,False,False
360,2026-04-06 18:41:00,mobile,paid_social,True,True,True,True,True,True
361,2026-04-01 19:43:00,desktop,organic,True,False,False,False,False,False
362,2026-04-19 12:01:00,desktop,organic,True,False,False,False,False,False
363,2026-05-17 12:25:00,mobile,paid_social,True,True,True,False,False,False
364,2026-05-27 21:03:00,mobile,direct,True,False,False,False,False,False
365,2026-05-16 17:15:00,desktop,paid_search,True,True,True,False,False,False
366,2026-05-16 03:15:00,mobile,organic,True,True,False,False,False,False
367,2026-04-28 10:41:00,mobile,organic,True,True,True,True,True,True
368,2026-04-21 19:44:00,tablet,organic,True,True,False,False,False,False
369,2026-04-19 10:35:00,mobile,organic,True,True,True,True,False,False
370,2026-05-12 15:45:00,mobile,direct,True,False,False,False,False,False
371,2026-05-15 21:17:00,mobile,paid_social,True,False,False,False,False,False
372,2026-04-30 17:25:00,desktop,email,True,True,True,True,True,True
373,2026-04-06 14:11:00,tablet,organic,True,True,False,False,False,False
374,2026-04-04 15:41:00,desktop,organic,True,False,False,False,False,False
375,2026-05-23 12:35:00,desktop,paid_search,True,True,False,False,False,False
376,2026-04-25 14:26:00,mobile,paid_search,True,False,False,False,False,False
377,2026-05-12 10:32:00,mobile,organic,True,True,True,False,False,False
378,2026-04-21 19:39:00,mobile,paid_search,True,True,False,False,False,False
379,2026-04-02 06:36:00,desktop,paid_social,True,True,True,False,False,False
380,2026-04-24 06:35:00,desktop,organic,True,False,False,False,False,False
381,2026-05-28 11:35:00,desktop,paid_search,True,True,False,False,False,False
382,2026-04-16 12:22:00,desktop,paid_social,True,True,True,False,False,False
383,2026-05-30 07:14:00,tablet,paid_social,True,True,False,False,False,False
384,2026-05-19 10:48:00,mobile,direct,True,True,True,False,False,False
385,2026-05-30 18:33:00,desktop,paid_social,True,False,False,False,False,False
386,2026-05-08 18:40:00,mobile,organic,True,False,False,False,False,False
387,2026-05-06 10:56:00,mobile,organic,True,True,True,False,False,False
388,2026-04-16 08:05:00,mobile,organic,True,False,False,False,False,False
389,2026-05-25 11:32:00,mobile,organic,True,True,True,False,False,False
390,2026-04-27 16:09:00,desktop,direct,True,False,False,False,False,False
391,2026-05-03 16:37:00,desktop,paid_search,True,True,True,False,False,False
392,2026-04-09 14:22:00,mobile,direct,True,True,True,False,False,False
393,2026-04-09 14:31:00,mobile,organic,True,False,False,False,False,False
394,2026-05-27 20:17:00,mobile,organic,True,True,True,False,False,False
395,2026-05-30 16:01:00,mobile,paid_search,True,True,True,False,False,False
396,2026-04-15 19:30:00,desktop,paid_search,True,True,True,True,False,False
397,2026-05-10 15:33:00,tablet,organic,True,False,False,False,False,False
398,2026-04-16 23:41:00,mobile,paid_search,True,True,False,False,False,False
399,2026-04-22 18:04:00,mobile,direct,True,True,True,True,True,True
400,2026-05-09 14:53:00,mobile,direct,True,True,True,False,False,False
